0|34.36
1|32.66
2|34.91
3|32.28
4|38.88
5|33.52
6|35.78
7|39.22
8|36.29
9|39.15
10|37.70
11|37.98
12|38.69
13|37.34
14|39.05
15|34.90
16|38.92
17|37.03
18|34.51
19|32.92
20|40.02
21|41.43
22|33.72
23|37.00
24|40.56
25|38.55
26|41.00
27|38.69
28|41.45
29|38.83
30|32.11
31|33.18
32|35.85
33|40.44
34|41.35
35|41.50
36|34.67
37|32.29
38|40.00
39|41.93
40|37.10
41|41.27
42|34.85
43|39.34
44|37.07
45|35.37
46|33.86
47|38.68
48|33.67
49|36.46
50|34.46
51|38.60
52|36.28
53|37.03
54|39.00
55|34.81
56|32.60
57|33.36
58|40.76
59|37.76
60|40.89
61|33.33
62|33.60
63|38.69
64|36.31
65|41.06
66|37.99
67|38.71
68|34.55
69|32.09
70|36.30
71|40.43
72|35.36
73|32.03
74|40.64
75|38.37
76|32.57
77|39.08
78|37.19
79|34.28
80|36.97
81|35.57
82|32.06
83|36.19
84|33.23
85|36.68
86|34.96
87|35.55
88|32.55
89|35.07
90|38.81
91|35.06
92|37.89
93|38.48
94|35.04
95|40.80
96|39.82
97|33.93
98|37.05
99|36.35
100|37.13
101|35.79
102|36.44
103|33.25
104|37.70
105|37.30
106|39.84
107|41.61
108|32.12
109|34.55
110|37.26
111|37.23
112|34.63
113|39.45
114|36.42
115|36.48
116|33.19
117|33.70
118|41.32
119|38.49
120|33.57
121|38.85
122|37.54
123|34.63
124|40.07
125|38.25
126|41.15
127|39.29
128|39.16
129|35.91
130|32.93
131|41.95
132|40.65
133|33.34
134|34.68
135|40.03
136|35.42
137|40.35
138|39.77
139|34.07
140|37.66
141|37.48
142|35.81
143|41.39
144|34.46
145|38.15
146|33.43
147|32.35
148|35.31
149|36.17
150|41.28
151|33.63
152|39.55
153|40.11
154|34.31
155|36.27
156|40.12
157|39.21
158|39.03
159|32.27
160|38.01
161|36.99
162|37.03
163|32.68
164|32.96
165|37.79
166|35.41
167|41.48
168|32.28
169|38.14
170|40.73
171|34.51
172|41.80
173|39.79
174|41.42
175|39.57
176|39.70
177|33.66
178|41.85
179|34.57
180|36.81
181|34.22
182|40.47
183|32.98
184|34.21
185|32.10
186|33.14
187|32.11
188|32.59
189|38.42
190|32.70
191|38.01
192|35.67
193|38.53
194|35.15
195|32.52
196|34.09
197|33.81
198|33.34
199|41.78
200|34.86
201|40.18
202|39.03
203|33.12
204|35.92
205|38.79
206|35.30
207|36.57
208|34.99
209|39.37
210|41.97
211|40.23
212|36.75
213|39.81
214|38.36
215|34.15
216|32.67
217|35.93
218|38.97
219|35.51
220|33.36
221|33.87
222|40.12
223|39.23
224|34.22
225|33.94
226|37.30
227|41.88
228|41.20
229|38.69
230|36.17
231|33.54
232|35.32
233|39.89
234|32.42
235|41.84
236|40.85
237|38.86
238|39.56
239|34.72
240|34.78
241|32.04
242|36.64
243|33.57
244|32.28
245|38.99
246|32.16
247|36.58
248|35.48
249|33.25
250|34.37
251|32.63
252|41.48
253|37.34
254|32.76
255|39.89
256|38.24
257|41.94
258|40.10
259|39.68
260|36.14
261|35.93
262|39.74
263|35.21
264|36.78
265|38.39
266|38.10
267|37.05
268|39.96
269|35.55
270|38.05
271|41.96
272|34.35
273|36.25
274|34.94
275|39.37
276|37.43
277|36.68
278|33.26
279|40.23
280|35.26
281|41.27
282|38.78
283|36.38
284|33.56
285|39.83
286|37.64
287|34.53
288|37.03
289|32.21
290|41.59
291|38.02
292|35.41
293|41.21
294|35.72
295|41.03
296|41.11
297|40.87
298|33.17
299|34.81
300|34.82
301|32.26
302|39.57
303|32.38
304|33.16
305|41.36
306|38.21
307|38.80
308|34.33
309|33.94
310|36.14
311|36.73
312|35.74
313|40.38
314|40.22
315|32.93
316|40.67
317|39.42
318|41.83
319|40.06
320|39.24
321|33.66
322|38.61
323|39.24
324|32.72
325|40.93
326|41.74
327|33.46
328|39.26
329|35.44
330|37.66
331|38.65
332|33.34
333|39.38
334|33.74
335|39.28
336|40.88
337|40.99
338|38.74
339|37.81
340|37.00
341|37.78
342|39.77
343|33.08
344|33.29
345|34.22
346|39.56
347|40.72
348|37.70
349|41.74
350|39.55
351|40.07
352|40.16
353|35.12
354|36.64
355|35.60
356|33.97
357|33.24
358|34.10
359|38.08
360|34.09
361|34.43
362|39.93
363|39.78
364|40.37
365|35.97
366|39.25
367|40.74
368|35.81
369|34.99
370|40.81
371|37.99
372|37.59
373|33.38
374|41.54
375|37.82
376|41.08
377|32.26
378|37.20
379|41.92
380|35.27
381|32.79
382|41.66
383|41.63
384|41.31
385|38.55
386|32.16
387|41.37
388|34.74
389|41.56
390|32.89
391|41.07
392|35.69
393|38.24
394|34.73
395|39.83
396|40.89
397|33.85
398|34.66
399|37.64
400|35.78
401|33.86
402|34.31
403|39.92
404|35.15
405|38.91
406|33.68
407|39.75
408|35.58
409|34.95
410|32.32
411|36.43
412|34.09
413|34.40
414|37.74
415|34.59
416|32.74
417|34.75
418|37.51
419|37.42
420|40.37
421|40.62
422|39.69
423|39.11
424|39.19
425|41.72
426|33.63
427|36.11
428|35.58
429|34.30
430|41.69
431|34.28
432|41.70
433|35.76
434|40.86
435|39.08
436|36.90
437|32.78
438|32.15
439|39.06
440|35.66
441|41.22
442|34.62
443|38.42
444|41.88
445|32.09
446|40.59
447|33.42
448|37.65
449|41.60
450|38.22
451|38.41
452|38.39
453|34.97
454|37.72
455|41.83
456|35.09
457|32.95
458|38.00
459|39.37
460|39.01
461|37.22
462|41.00
463|41.36
464|33.39
465|35.94
466|32.38
467|34.18
468|41.95
469|33.43
470|38.11
471|41.01
472|34.15
473|38.63
474|38.53
475|35.26
476|32.71
477|35.51
478|33.33
479|41.49
480|39.65
481|34.72
482|32.89
483|32.35
484|33.57
485|40.00
486|34.52
487|36.72
488|32.08
489|34.58
490|34.50
491|34.00
492|40.25
493|32.72
494|40.52
495|41.59
496|38.13
497|38.73
498|32.24
499|38.06
500|37.62
501|41.60
502|41.76
503|32.19
504|41.95
505|35.93
506|39.95
507|39.05
508|38.92
509|41.30
510|38.88
511|37.86
512|32.39
513|40.74
514|35.55
515|32.72
516|35.45
517|35.49
518|37.09
519|36.58
520|32.39
521|37.74
522|33.07
523|40.80
524|36.01
525|35.32
526|36.19
527|37.75
528|41.53
529|41.98
530|38.80
531|41.04
532|38.14
533|35.10
534|38.82
535|39.10
536|34.56
537|38.15
538|35.45
539|40.61
540|35.49
541|38.53
542|32.03
543|36.63
544|41.81
545|32.99
546|40.46
547|33.15
548|38.29
549|41.60
550|39.59
551|39.43
552|39.56
553|38.28
554|37.39
555|32.24
556|36.26
557|40.60
558|35.29
559|33.20
560|41.02
561|34.02
562|41.60
563|36.78
564|35.95
565|36.09
566|39.43
567|39.39
568|41.14
569|34.20
570|34.07
571|35.97
572|36.94
573|36.56
574|33.97
575|38.72
576|40.82
577|39.69
578|39.53
579|34.44
580|33.64
581|37.45
582|33.49
583|40.97
584|38.79
585|35.68
586|37.85
587|40.17
588|32.38
589|34.32
590|32.19
591|34.99
592|41.80
593|33.17
594|39.87
595|40.68
596|35.45
597|40.87
598|39.54
599|35.55
600|36.15
601|36.96
602|41.44
603|35.38
604|36.67
605|35.46
606|39.37
607|36.18
608|36.50
609|34.71
610|32.12
611|34.30
612|35.30
613|32.07
614|40.21
615|39.51
616|39.79
617|34.36
618|37.07
619|36.08
620|37.80
621|34.10
622|36.71
623|39.37
624|35.24
625|39.63
626|33.69
627|40.72
628|39.24
629|32.13
630|34.86
631|41.05
632|33.36
633|35.85
634|36.63
635|34.78
636|38.91
637|38.95
638|35.86
639|38.98
640|39.79
641|40.73
642|37.44
643|39.34
644|36.88
645|38.00
646|36.33
647|33.37
648|32.05
649|37.51
650|37.82
651|33.85
652|41.13
653|33.55
654|34.83
655|39.88
656|39.90
657|40.01
658|37.61
659|40.87
660|36.92
661|33.72
662|37.26
663|39.05
664|32.44
665|41.92
666|41.27
667|39.78
668|33.05
669|39.70
670|36.11
671|34.37
672|37.69
673|34.99
674|39.36
675|39.80
676|41.77
677|37.26
678|41.24
679|40.83
680|32.69
681|33.44
682|33.56
683|35.00
684|41.78
685|38.94
686|32.04
687|37.90
688|34.90
689|34.24
690|36.68
691|36.88
692|36.30
693|37.99
694|33.67
695|33.58
696|38.05
697|35.46
698|41.35
699|32.22
700|40.57
701|37.34
702|32.37
703|38.62
704|37.96
705|37.50
706|33.80
707|36.60
708|35.66
709|39.91
710|37.30
711|32.59
712|36.78
713|34.44
714|41.37
715|36.40
716|38.11
717|38.33
718|39.09
719|35.69
720|35.94
721|35.08
722|35.13
723|34.74
724|37.20
725|35.46
726|37.53
727|33.20
728|41.37
729|36.05
730|41.43
731|39.10
732|34.37
733|38.79
734|33.48
735|41.38
736|36.33
737|41.74
738|38.57
739|40.99
740|41.55
741|35.05
742|32.49
743|36.64
744|40.16
745|38.06
746|37.44
747|40.55
748|38.06
749|33.24
750|40.32
751|41.97
752|33.69
753|40.03
754|37.42
755|41.51
756|37.70
757|37.20
758|32.70
759|37.22
760|34.24
761|35.21
762|41.34
763|34.10
764|40.70
765|41.19
766|34.45
767|32.44
768|36.15
769|37.88
770|35.69
771|36.65
772|37.28
773|34.38
774|35.62
775|35.75
776|34.78
777|41.01
778|35.07
779|38.32
780|32.29
781|32.76
782|34.43
783|39.94
784|34.76
785|35.84
786|41.89
787|38.65
788|32.88
789|39.53
790|39.83
791|34.34
792|35.66
793|41.41
794|35.45
795|41.57
796|33.55
797|37.29
798|38.50
799|41.08
800|40.66
801|38.49
802|36.32
803|34.34
804|35.51
805|38.18
806|33.96
807|37.37
808|36.48
809|35.44
810|35.12
811|34.17
812|39.81
813|40.28
814|37.76
815|37.91
816|35.16
817|35.47
818|36.82
819|37.97
820|36.11
821|41.33
822|35.35
823|33.87
824|40.90
825|37.71
826|34.38
827|33.03
828|41.49
829|33.36
830|41.56
831|37.84
832|37.62
833|36.76
834|38.03
835|38.98
836|36.24
837|33.88
838|33.42
839|36.08
840|35.36
841|37.84
842|39.03
843|33.91
844|36.12
845|32.54
846|40.11
847|32.25
848|36.22
849|37.50
850|39.06
851|39.93
852|32.79
853|33.82
854|32.81
855|39.38
856|33.09
857|41.84
858|39.22
859|36.15
860|37.08
861|39.56
862|39.35
863|38.88
864|36.55
865|37.18
866|34.71
867|39.31
868|41.83
869|37.05
870|41.20
871|38.48
872|38.56
873|40.33
874|34.23
875|34.95
876|33.82
877|41.37
878|33.00
879|33.05
880|33.07
881|38.17
882|35.12
883|34.54
884|36.60
885|32.82
886|36.87
887|34.90
888|37.22
889|38.77
890|38.27
891|36.25
892|38.77
893|32.89
894|36.89
895|32.70
896|38.41
897|38.82
898|38.91
899|39.95
900|34.50
901|34.93
902|40.99
903|40.70
904|35.62
905|34.52
906|32.19
907|39.05
908|35.79
909|37.79
910|40.48
911|32.12
912|35.55
913|35.79
914|34.79
915|34.74
916|38.30
917|33.52
918|39.66
919|33.59
920|36.82
921|35.83
922|36.27
923|40.33
924|35.26
925|32.56
926|40.60
927|39.54
928|37.80
929|40.97
930|36.67
931|36.09
932|36.34
933|32.50
934|40.61
935|38.24
936|36.27
937|37.82
938|38.86
939|37.52
940|40.78
941|38.66
942|32.43
943|33.54
944|41.68
945|37.69
946|37.21
947|32.23
948|36.94
949|37.76
950|39.71
951|38.94
952|32.93
953|40.26
954|36.12
955|33.48
956|32.41
957|37.89
958|32.75
959|33.13
960|37.64
961|41.40
962|34.90
963|40.57
964|41.81
965|40.93
966|32.15
967|38.48
968|40.79
969|32.33
970|37.65
971|39.02
972|41.58
973|35.86
974|40.32
975|36.75
976|33.61
977|39.75
978|39.53
979|35.88
980|33.65
981|33.85
982|33.38
983|38.43
984|35.73
985|39.31
986|33.13
987|37.97
988|32.58
989|38.71
990|38.58
991|34.99
992|36.41
993|37.07
994|41.24
995|33.50
996|32.79
997|38.68
998|34.72
999|35.56
1000|32.78
1001|36.13
1002|34.92
1003|39.78
1004|35.62
1005|37.91
1006|35.53
1007|32.10
1008|36.05
1009|38.30
1010|37.96
1011|32.57
1012|37.92
1013|38.75
1014|38.77
1015|39.72
1016|38.61
1017|32.86
1018|41.69
1019|34.68
1020|36.56
1021|38.27
1022|35.82
1023|41.29
1024|37.81
1025|37.31
1026|36.38
1027|34.37
1028|36.02
1029|34.97
1030|39.51
1031|37.84
1032|34.53
1033|37.14
1034|37.95
1035|36.34
1036|38.15
1037|34.13
1038|40.13
1039|38.88
1040|37.24
1041|34.61
1042|41.39
1043|40.59
1044|36.29
1045|32.95
1046|32.13
1047|39.34
1048|34.71
1049|38.47
1050|34.59
1051|37.11
1052|37.96
1053|38.65
1054|36.70
1055|32.11
1056|32.97
1057|39.56
1058|38.94
1059|36.72
1060|33.20
1061|35.82
1062|37.56
1063|37.80
1064|34.82
1065|39.45
1066|35.42
1067|40.79
1068|37.83
1069|41.32
1070|40.16
1071|35.91
1072|32.39
1073|41.85
1074|37.50
1075|35.46
1076|33.68
1077|37.67
1078|36.78
1079|33.87
1080|36.02
1081|38.96
1082|34.66
1083|37.90
1084|40.03
1085|38.62
1086|32.52
1087|33.26
1088|35.15
1089|37.58
1090|32.82
1091|35.18
1092|33.40
1093|32.62
1094|39.82
1095|34.53
1096|39.25
1097|32.17
1098|40.40
1099|38.54
1100|34.89
1101|32.85
1102|41.44
1103|34.56
1104|39.60
1105|34.55
1106|41.37
1107|38.36
1108|37.12
1109|34.67
1110|34.52
1111|33.60
1112|34.95
